q1,x1,y1,z1,px1,py1,pz1,x2,y2,z2,px2,py2,pz2,q2,vtx,vty,vtz,vpx,vpy,vpz
1,-11.9233,0.169123,594.667,-0.364681,0.0969383,73.8916,-13.997,1.8814,1899.9,0.0218372,0.0969179,73.8784,1,-0.110462,0.263456,33.1887,-3.98549,-0.302194,99.116
1,-46.596,17.6502,594.928,-1.5618,0.993997,34.3704,-97.7798,56.3754,1936.63,-1.17486,0.990486,34.3208,1,-1.64717,-1.73962,34.6366,-4.99307,1.55286,40.9567
1,-18.1983,4.75034,594.712,-0.740839,0.567848,60.2212,-29.1132,17.4006,1936.76,-0.354321,0.567384,60.2039,1,2.75092,-0.675791,9.42065,-4.4163,0.603301,66.7556
1,-3.98669,-16.2644,594.621,0.888155,-1.24029,48.9475,26.305,-49.3411,1899.79,1.2746,-1.23958,48.9146,1,-0.350554,-0.277346,29.4213,-2.06816,-1.95432,58.3897
1,-6.17193,-12.9245,594.634,0.509194,-1.34262,56.4144,11.3402,-43.988,1899.87,0.895777,-1.34182,56.385,1,0.364248,0.410566,25.9058,-2.29868,-1.21983,63.8982
1,-14.3277,6.19105,594.68,0.500402,0.169021,39.1206,11.4614,11.9887,1936.84,0.886606,0.168821,39.0936,1,-1.76792,-0.476905,41.5884,-3.07986,0.81879,45.3489
1,-14.494,33.6329,594.657,0.459746,1.66835,31.4554,15.9145,104.807,1936.78,0.847474,1.6659,31.4238,1,0.0442456,0.11131,34.926,-3.0169,2.42352,38.6185
1,2.14489,35.6806,594.542,1.4149,3.01378,49.5641,47.3293,117.323,1936.8,1.80284,3.01246,49.527,1,-0.26388,-0.400744,27.6025,-1.83976,3.78329,57.3911
1,-6.72093,-15.3841,594.641,0.715003,-0.325091,14.227,81.6859,-45.254,1899.71,1.10003,-0.324435,14.1804,1,0.248321,0.0803118,27.7377,-2.14365,-0.363779,21.0494
1,-25.8876,31.0346,594.75,1.12276,1.03302,35.5151,26.0766,70.0633,1936.83,1.50934,1.03104,35.4769,1,-0.00838513,-3.73465,-658.877,-1.70764,1.09712,46.3521
1,-4.55733,-14.7829,594.623,0.611511,-1.77294,69.5847,11.5602,-48.0389,1899.85,0.998201,-1.77212,69.5552,1,0.103607,-0.382943,39.7218,-2.20517,-1.90594,76.521
1,-5.28829,-2.44327,594.62,0.478675,-0.21658,39.0072,19.0087,-9.69004,1899.82,0.865052,-0.216428,38.9871,1,-0.402174,0.113759,124.339,-1.85476,-0.230663,44.0635
1,-17.1297,8.66718,594.701,0.437407,0.0743089,18.6419,32.4793,14.0085,1936.89,0.823176,0.0738206,18.6062,1,0.304599,-0.348549,38.1975,-2.75714,0.710342,25.3155
1,11.6538,35.4675,594.458,1.66703,2.2555,33.8845,87.7617,124.91,1936.87,2.05401,2.25496,33.8393,1,0.0530358,1.2275,54.2008,-0.814824,2.55338,42.8156
1,-11.3209,0.53901,594.664,0.271014,0.104365,40.5261,5.97441,3.99521,1936.82,0.65741,0.104303,40.5081,1,-0.233616,-0.097879,37.2792,-2.58243,-0.0875744,47.1848
1,4.96699,-4.59975,594.544,1.62917,-0.61101,75.012,37.621,-15.2338,1899.79,2.01513,-0.61091,74.9815,1,1.09493,-0.022318,41.9065,-1.21551,-0.740114,83.2831
1,10.9946,-40.2408,594.53,1.61353,-1.90948,26.6561,102.294,-133.867,1899.72,2.00123,-1.90926,26.6129,1,0.541681,-0.179563,42.6994,-1.31014,-2.63017,33.2935
1,-25.7827,2.67639,594.765,-1.05563,0.259599,50.0756,-47.3501,9.62879,1936.74,-0.669508,0.2593,50.0685,1,-0.32237,-0.00980845,46.1237,-4.26938,0.39765,56.7598
1,-2.80948,39.4134,594.561,0.919584,4.17686,57.4114,24.6284,137.071,1936.76,1.30866,4.17517,57.386,1,-0.346541,0.0415142,40.8946,-2.21998,4.76083,66.4365
1,-25.7071,10.0135,594.765,0.136425,0.231018,22.0063,-2.0625,24.0875,1936.81,0.522533,0.2303,21.9776,1,-1.10437,0.957678,38.9337,-2.94965,0.642736,28.8347
1,-6.62694,18.7208,594.617,0.746357,0.607264,18.2178,66.971,63.494,1936.84,1.13214,0.606002,18.1753,1,0.211109,0.249432,60.3003,-2.19135,1.10091,27.9305
1,-19.1584,2.24332,594.716,-0.618606,0.189161,47.7754,-29.4864,7.55399,1936.76,-0.232525,0.189064,47.7953,1,-0.169447,0.284543,44.7128,-3.52777,0.308162,54.6688
1,-6.09716,37.994,594.598,0.737301,1.13444,16.9204,72.5788,128.051,1936.82,1.12488,1.13162,16.8767,1,0.101135,0.173747,46.084,-1.96648,1.69282,25.8045
1,-39.322,-18.0444,594.895,-1.24911,-1.28512,36.1624,-75.4771,-64.3642,1900.06,-0.862786,-1.28205,36.15,1,-0.646084,0.314993,41.1313,-4.92098,-1.2264,43.3979
1,-41.3122,-30.8967,594.926,-0.903889,-1.4,25.2263,-75.2263,-103.179,1900.07,-0.516497,-1.395,25.2144,1,-0.245558,-0.167138,52.8225,-4.16395,-2.22635,32.6353
1,-12.7227,12.1192,594.666,-0.602884,1.26949,63.2752,-20.3314,38.0182,1936.75,-0.249285,1.3011,67.856,1,-0.0262701,0.0106477,75.9135,-3.31358,1.87629,70.4006
1,-35.7066,-26.4441,594.855,-1.12379,-1.6096,36.7231,-66.8337,-83.5786,1900.06,-0.736623,-1.6059,36.7093,1,-0.0862507,0.264686,31.2103,-5.67606,-2.64819,51.1931
1,10.9995,10.7482,594.489,2.58365,1.2255,69.276,65.9388,34.5057,1936.87,2.96899,1.22547,69.2354,1,0.545591,0.373717,37.5024,-0.252924,1.56686,77.9929
1,-24.7768,10.6979,594.76,-1.00629,0.973335,47.3944,-46.1572,38.2394,1936.69,-0.619606,0.972035,47.3766,1,0.553097,-0.077203,27.8574,-4.23775,0.755166,53.4301
1,-0.601981,36.2376,594.564,2.25007,1.58265,51.8512,64.1862,77.2358,1936.84,2.63642,1.58238,51.8084,1,0.43965,-4.1295,-654.763,-1.3345,2.05021,62.831
1,-7.54345,-4.03795,594.638,0.260037,-0.476132,53.9445,4.73455,-15.5578,1899.87,0.64649,-0.475872,53.9207,1,-0.11537,0.0705862,48.4145,-2.58662,-0.411876,61.3848
1,-32.3101,-26.2884,594.84,-0.27134,-1.19178,23.9983,-33.5541,-91.0669,1899.98,0.116074,-1.20332,24.2834,1,-0.319272,0.543709,50.1063,-3.77647,-1.4747,31.2121
1,-37.1228,58.7172,594.807,1.07079,0.923263,16.8847,68.2929,132.055,1936.88,1.45906,0.917728,16.8395,1,1.7367,4.3636,-645.525,-1.68674,1.16295,28.2939
1,-20.5087,-3.78089,594.741,-1.07666,-0.3618,57.6176,-39.2991,-11.9726,1899.97,-0.69021,-0.361416,57.6029,1,0.0103461,-0.117914,30.7204,-4.00951,-0.204133,66.3387
1,-4.26332,-7.0179,594.616,0.805314,-0.621015,41.9414,28.503,-26.3466,1899.82,1.19135,-0.620578,41.9081,1,0.200592,0.403262,29.7535,-2.24604,-0.378775,49.073
1,-24.6268,-8.36799,594.768,1.23057,-0.179335,32.6511,34.4631,-15.5349,1899.76,1.61607,-0.178927,32.6107,1,-3.14212,-2.78611,-631.673,-1.88267,-0.413784,44.6005
1,0.599769,-6.2018,594.582,1.08303,-0.394688,37.4235,47.0084,-19.9735,1899.77,1.46864,-0.39451,37.3865,1,0.991403,0.466844,27.8195,-1.82979,-0.891469,45.8745
1,-10.4004,25.2386,594.643,0.600134,1.34172,34.1055,23.1436,78.0396,1936.78,0.987136,1.34028,34.0746,1,-1.50982,0.765898,26.0113,-2.75968,1.88069,41.327
1,-12.1492,-10.2507,594.681,0.493159,-0.480195,21.1992,33.4804,-39.82,1899.82,0.879238,-0.479381,21.1639,1,1.62401,1.39636,55.7327,-2.59856,-0.679683,29.1529
1,2.20377,-22.3452,594.577,1.38202,-0.968859,26.1979,83.4563,-70.6675,1899.71,1.76756,-0.968251,26.1515,1,-0.185841,0.168604,28.589,-2.06632,-1.54789,33.3952
1,-1.28909,7.94711,594.581,0.991789,1.24189,81.0815,19.29,28.5068,1936.81,1.37811,1.24148,81.0506,1,0.109249,-0.284367,43.5164,-1.83952,1.24784,88.9915
1,-35.6703,0.453293,594.84,-1.11874,0.0858296,36.1141,-67.9309,3.63923,1936.7,-0.733281,0.0856769,36.1105,1,0.088979,0.29111,40.9149,-4.88281,0.0231918,45.9136
1,2.23053,34.017,594.531,1.34355,3.13831,51.524,43.8357,115.798,1936.81,1.73151,3.13699,51.4878,1,-0.0878472,0.35768,33.2464,-1.69358,3.9789,66.1563
1,-19.7773,-0.385191,594.724,-0.657392,-0.109995,55.0673,-29.5004,-2.99161,1899.94,-0.271043,-0.109923,55.0567,1,0.237551,0.11392,25.8628,-4.45072,0.11778,66.5588
1,-48.3505,6.68785,594.937,-0.100721,0.148601,13.1109,-33.0199,21.8583,1936.75,0.284218,0.147652,13.0797,1,0.52479,0.204555,50.9863,-3.79609,0.400711,19.1477
1,-27.9424,-33.8966,594.812,0.0608969,-1.38178,22,-9.52905,-115.788,1899.9,0.449247,-1.37753,21.9729,1,0.530633,0.0398361,38.7037,-3.49952,-1.93595,30.7406
1,-0.836652,25.6132,594.561,1.07569,3.4792,79.7975,21.5006,84.1395,1936.79,1.46294,3.47803,79.7659,1,0.127963,-0.0885551,27.4458,-1.94382,4.02653,88.3265
1,-7.86457,2.94464,594.636,-0.0278243,0.356692,66.4243,-3.35141,10.1514,1936.8,0.358696,0.356531,66.4023,1,0.0873344,0.0909794,53.0838,-2.80655,0.259427,78.2605
1,-33.1639,24.6571,594.818,0.240709,0.878492,15.0443,10.8731,102.949,1936.74,0.628009,0.874915,15.011,1,0.232435,0.139402,36.5945,-3.39904,1.00178,22.3068
1,-8.18284,-0.334021,594.643,-0.416741,-0.0730763,90.769,-10.6193,-1.38481,1899.9,-0.0301766,-0.0730632,90.7557,1,0.567574,-0.308984,66.9782,-3.16226,0.247105,98.1431
1,-9.21267,39.1486,594.621,0.314139,3.31338,51.5645,5.56327,125.381,1936.74,0.702884,3.3109,51.5362,1,-0.304851,0.298433,36.9761,-2.49419,4.19735,57.8157
1,7.51893,28.6212,594.492,2.25198,1.25666,44.5224,83.0313,66.5518,1936.93,2.63744,1.25685,44.4769,1,0.289214,0.166367,-302.277,-0.732317,1.75599,52.8997
1,7.57388,3.08957,594.524,1.674,0.190974,34.1602,83.251,10.5746,1936.99,2.08701,0.194033,34.618,1,0.0384268,-0.0898119,63.1773,-1.1718,0.43763,40.6476
1,-22.7391,7.40702,594.745,0.0787813,0.371173,28.3811,-7.1366,24.9483,1936.78,0.465443,0.371202,28.3998,1,-0.536608,0.0225913,31.5991,-3.26001,0.394902,37.589
1,-0.0050665,34.2963,594.557,2.01909,1.39108,40.5231,75.2533,80.4161,1936.85,2.40523,1.39073,40.4778,1,2.79078,-3.91692,-648.131,-1.13619,1.30334,50.6932
1,3.38707,-38.9016,594.584,0.958604,-1.92777,28.28,59.1812,-127.927,1899.75,1.34669,-1.92617,28.2408,1,3.11207,1.08891,8.38246,-1.4159,-2.5479,37.3011
1,6.34771,6.03544,594.525,1.63872,0.318343,42.4687,66.095,16.0721,1936.94,2.05126,0.322551,43.0429,1,0.335324,-0.263069,43.063,-1.0636,0.862176,49.2612
1,3.20959,-39.8502,594.584,1.70929,-4.00102,54.6255,50.0318,-135.474,1899.73,2.09801,-3.99995,54.5942,1,-0.0194461,-0.078759,46.6552,-1.63415,-4.32284,60.8945
1,-4.081,-4.8959,594.613,1.04851,-0.159048,34.6283,44.7735,-10.8942,1899.79,1.43425,-0.158988,34.5946,1,-0.56483,-1.31014,26.328,-2.16462,-0.489306,41.7876
1,-16.268,-0.646349,594.701,-0.107145,-0.038245,40.549,-11.7578,-1.87661,1899.9,0.279252,-0.038185,40.5347,1,0.0642612,-0.0773243,45.4557,-3.27905,0.30675,47.9936
1,-40.7147,5.64785,594.88,-0.807339,0.229357,27.4936,-67.8981,16.818,1936.67,-0.421992,0.228541,27.4826,1,0.0798437,-0.259997,29.8039,-4.6561,0.200419,34.7889
1,4.34105,-31.9431,594.571,1.98026,-3.59114,62.4145,50.9638,-107.061,1899.72,2.36759,-3.59013,62.3762,1,-2.04872,0.474499,29.8279,-1.14195,-4.1713,70.5506
1,-40.6715,14.3357,594.88,-1.05368,0.718754,26.8399,-80.8144,50.1867,1936.66,-0.668855,0.717103,26.8655,1,0.0363273,-0.0135169,51.3539,-4.32605,0.747639,33.9253
1,-6.13226,2.47447,594.623,0.562569,0.185036,56.0099,13.3696,6.90855,1936.82,0.948976,0.184952,55.9907,1,-0.2895,0.302353,34.4998,-2.6452,0.326998,72.592
1,-25.8139,-20.347,594.788,-1.22107,-1.92404,45.4202,-53.7752,-75.5972,1900.01,-0.833659,-1.92129,45.4049,1,0.204925,-0.0190085,79.5319,-4.58549,-1.93714,53.1642
1,-43.6518,27.6933,594.881,-0.728845,1.19709,23.0061,-71.4662,97.3448,1936.63,-0.341806,1.19271,23.0007,1,-0.389332,-0.483506,53.6477,-4.15935,1.64809,29.7053
1,-4.34162,-40.4903,594.639,1.08771,-1.77041,22.0566,74.9012,-145.32,1899.76,1.47635,-1.76777,22.0175,1,0.346191,0.647567,29.2134,-2.24454,-1.95992,29.2528
1,-2.94768,9.48073,594.593,0.777497,1.2964,83.1859,13.6543,30.3992,1936.83,1.16402,1.29593,83.156,1,-0.231791,0.0536849,36.4749,-2.14419,1.57265,90.7571
1,-24.87,-22.2072,594.787,0.335435,-0.342509,12.1589,37.8108,-58.936,1899.76,0.721555,-0.340461,12.1205,1,3.12187,0.214341,39.187,-2.81338,-0.878067,19.2483
1,-28.7669,-18.2295,594.816,-1.0893,-1.30318,39.945,-56.2683,-60.769,1900.01,-0.702435,-1.30074,39.9297,1,0.0845972,-0.353636,41.8646,-4.28129,-1.89582,51.3012
1,8.37759,8.01362,594.513,1.58064,0.217408,28.1545,95.7568,18.4001,1936.99,1.96478,0.217512,28.1068,1,0.580945,-0.282793,26.5241,-1.3871,0.749294,35.3781
1,-17.6194,-19.9088,594.722,-0.341749,-1.63956,48.1808,-20.16,-64.3071,1899.93,0.0454571,-1.63773,48.1577,1,-0.0785398,-0.12151,41.6984,-3.70386,-2.03582,56.2635
1,5.07794,-5.0871,594.545,1.81294,-0.324744,44.0405,66.1486,-14.7177,1899.76,2.19817,-0.324699,44.0026,1,0.0541712,0.136854,30.0675,-1.53779,-0.402571,51.6292
1,-29.1657,25.6571,594.78,-1.30679,2.06663,42.7179,-62.2949,90.5161,1936.67,-0.919084,2.06318,42.7039,1,0.268759,-0.129677,65.6804,-4.40934,2.47447,49.9023
1,1.13298,27.6054,594.546,1.14486,1.23571,25.6082,74.4216,92.4429,1936.92,1.53137,1.2348,25.5647,1,0.11095,-0.233617,25.9905,-1.98845,1.47024,33.1996
1,-10.8335,-2.00672,594.661,0.124634,-0.151207,59.8421,-2.72041,-5.30417,1899.88,0.511111,-0.151121,59.8262,1,-0.191832,-0.368354,39.3544,-2.96924,-0.32127,67.492
1,-1.34886,5.97099,594.582,0.794135,0.598886,56.3544,23.5523,20.237,1936.86,1.18031,0.598599,56.3229,1,0.275843,-0.0200187,62.0424,-1.90344,0.577578,63.2707
1,-6.04727,0.118545,595.261,0.108293,0.0434064,67.6495,0.812575,0.955601,1899.87,0.494765,0.0433929,67.6337,1,-0.209947,-0.0690724,120.457,-2.20936,-0.0607438,75.1669
1,-19.9886,-12.4065,594.737,-0.718408,-1.13671,54.4126,-31.2856,-39.6615,1899.96,-0.331677,-1.13553,54.3919,1,3.02914,-0.196637,1.31013,-4.35491,-1.39479,62.1644
1,-14.6201,17.8002,594.676,-0.351058,1.68381,53.8794,-17.0952,59.7297,1936.74,0.0360775,1.68232,53.8559,1,-0.283999,0.212038,39.9353,-3.23376,1.90167,60.8049
1,-32.3378,17.2223,594.81,-0.826397,0.623536,33.2897,-55.5328,42.3151,1936.67,-0.440095,0.621739,33.2733,1,-0.179485,0.26495,29.8804,-4.05988,1.36246,41.0821
1,-34.1021,-4.03303,594.844,-0.112099,-0.143088,14.3808,-21.8518,-16.9788,1899.92,0.273734,-0.141987,14.3602,1,0.0725222,-0.0112804,26.5737,-3.06764,-0.0138589,21.796
1,-26.7824,-39.56,594.819,-0.404524,-1.95914,26.0021,-34.5336,-137.797,1899.99,-0.0152138,-1.95497,25.9887,1,0.299483,-0.208031,48.9982,-3.44435,-2.16749,33.6078
1,-46.2848,-3.31226,594.931,-1.41441,-0.177676,24.0949,-109.565,-12.9094,1900.15,-1.03015,-0.176897,24.095,1,1.76051,0.0489224,74.1142,-4.11213,-0.2272,31.4064
1,-13.5528,3.40034,594.68,0.4328,0.217738,34.4754,13.0793,11.876,1936.8,0.818996,0.217497,34.4484,1,0.278165,0.0635662,40.7145,-2.89492,0.232032,42.8639
1,-8.24553,-15.1626,594.653,0.735264,-1.2773,39.5364,24.2142,-57.3317,1899.79,1.1218,-1.27623,39.5034,1,-0.235509,-0.472411,59.7224,-2.55501,-1.17959,45.7643
1,-3.813,-8.15149,594.612,0.831184,-0.562661,41.3679,30.2249,-25.9074,1899.83,1.21721,-0.562255,41.3343,1,-0.136966,-0.314828,26.6447,-2.29889,-0.700853,49.0357
1,-9.10812,5.32467,594.643,0.0353908,1.06269,81.5405,-4.39078,22.8151,1936.79,0.421899,1.06219,81.5141,1,-0.554421,-1.02055,27.2327,-3.15215,0.750529,88.2297
1,10.0405,-3.42727,594.503,2.23625,-0.369676,66.0711,59.107,-10.7417,1899.76,2.63548,-0.371934,66.4038,1,-0.113353,0.107886,36.0311,-0.427191,-0.485945,71.9842
1,-48.0751,46.8013,594.907,-0.393463,1.04524,13.5423,-61.766,150.591,1936.62,-0.0018987,1.04969,13.5317,1,0.114235,-0.297987,34.4028,-3.17216,1.94812,20.1854
1,-21.4523,-12.1401,594.748,0.0133254,-0.521375,32.8653,-11.0937,-32.831,1899.9,0.399837,-0.520331,32.8394,1,-0.332875,-0.653598,29.8826,-3.5583,-0.848856,40.2828
1,5.93745,-34.2499,594.554,1.84407,-2.17903,38.0138,77.8313,-109.126,1899.74,2.23098,-2.17837,37.9691,1,0.11877,-0.825241,38.144,-1.48651,-2.77955,45.8442
1,7.50987,45.5973,594.465,1.80006,3.09167,37.6084,80.9636,155.82,1936.84,2.1898,3.07131,37.5161,1,-1.41674,0.429337,31.6114,-1.05829,3.84427,47.6956
1,3.58223,-8.06783,594.542,1.05903,-0.250524,17.982,98.4797,-26.2819,1899.69,1.4432,-0.250207,17.9327,1,0.263116,-0.0793825,31.1606,-1.66336,-0.559803,24.4526
1,11.1415,-1.30985,594.502,2.44493,-0.0984818,65.5763,66.3362,-3.32706,1936.92,2.83037,-0.0985098,65.5467,1,0.315841,0.348962,52.5138,-0.233832,-0.254726,72.645
1,-8.86211,-18.0739,594.657,0.00483329,-1.98417,61.6436,-3.50974,-60.0813,1899.88,0.391938,-1.98292,61.6177,1,1.7172,-0.327912,52.5041,-3.21791,-2.02578,68.2876
1,-18.6636,34.0613,594.694,-0.46798,3.03375,47.8416,-24.6864,119.127,1936.69,-0.0791707,3.03049,47.8195,1,-0.145628,-0.194828,32.3177,-3.35404,3.18207,54.6203
1,-7.95156,7.50601,594.633,0.266987,0.889996,58.1134,4.01864,28.0597,1936.8,0.653454,0.889434,58.0855,1,-0.175683,-0.000918794,55.5082,-2.67567,0.93274,64.6697
1,-0.347749,2.11665,594.577,0.954595,0.371824,49.0315,32.6659,12.2971,1936.86,1.34064,0.371642,49.0019,1,-0.367106,-0.247081,95.1581,-1.56067,-0.0439478,56.3075
1,3.22361,13.412,594.543,1.30279,1.24399,46.5273,48.0726,49.314,1936.87,1.68876,1.2435,46.4905,1,0.105133,0.020895,41.6982,-1.48684,1.13538,56.3812
1,-13.8649,43.7064,594.646,0.707024,1.60565,23.7951,40.3648,134.286,1936.79,1.0959,1.60306,23.7637,1,-0.166691,-0.0825105,30.3373,-2.88588,2.62159,31.456
1,-6.65345,34.533,594.605,0.715502,2.74796,45.2376,22.0934,116.066,1936.76,1.1038,2.74582,45.2055,1,-0.304682,-0.0843717,39.3915,-2.45368,3.29741,51.4126
1,-41.0685,6.37458,594.874,-1.01334,0.359067,27.1139,-78.8271,24.1124,1936.68,-0.627992,0.357992,27.1022,1,-0.365545,-0.659215,47.5348,-4.23826,0.359248,34.1859
1,-15.1416,25.8674,594.661,0.420011,0.80411,13.3675,52.4814,106.595,1936.82,0.807157,0.801108,13.3314,1,0.219882,-0.140476,99.1475,-2.25966,1.04229,18.9089
1,2.73643,-23.6071,594.566,1.08107,-0.810188,19.446,92.0188,-78.0694,1899.69,1.46643,-0.809497,19.3981,1,3.08468,0.978744,3.2726,-1.73057,-1.10467,27.6361
1,-3.92096,-14.1362,594.619,0.778982,-1.48032,56.9104,19.6277,-48.089,1899.83,1.16552,-1.47955,56.8792,1,-1.91615,-1.50986,70.4348,-1.88021,-1.42101,61.677
1,-13.6577,-11.7267,594.688,-0.127716,-1.17839,53.9124,-10.7557,-40.2495,1899.9,0.259022,-1.17744,53.8874,1,-0.152071,0.13538,50.2367,-3.14534,-1.25519,59.8249
1,2.77989,26.1005,594.536,1.63387,2.08354,43.2832,61.291,90.7464,1936.83,2.02053,2.08263,43.2426,1,0.00896565,0.204771,47.6384,-1.80494,2.18573,51.1018
1,-26.0248,-17.6798,594.78,-0.934699,-1.17057,38.7785,-49.1498,-57.0428,1900,-0.547756,-1.16844,38.7621,1,0.496099,0.224405,57.2963,-3.9845,-1.78325,47.888
1,-38.3324,31.1323,594.845,-1.07164,1.66783,29.4779,-75.6252,106.917,1936.61,-0.683951,1.66294,29.4662,1,3.25287,-0.423751,10.757,-4.58038,2.10705,38.5791
1,-22.1684,1.4191,594.74,-0.856875,0.221761,48.0565,-39.0894,7.60918,1936.74,-0.470602,0.221572,48.048,1,-0.209821,-0.0229918,67.9434,-4.02764,0.136094,54.5925
1,-6.62118,-0.357183,594.628,0.468849,-0.15962,62.4345,8.3518,-3.69401,1899.85,0.85529,-0.159558,62.4165,1,-0.423298,-0.128517,41.5051,-2.49397,0.098153,72.1937
1,-32.3301,-6.85405,594.829,-1.34995,-0.577447,32.7325,-76.3017,-29.8772,1900.08,-0.954001,-0.577067,32.4017,1,-0.71795,0.0298301,128.815,-4.13114,-0.658189,38.9657
1,4.64519,-11.0357,594.551,1.87082,-1.57444,75.9816,41.0377,-38.0874,1899.76,2.25688,-1.5741,75.946,1,0.316177,0.151614,42.1223,-1.33781,-1.70488,83.7284
1,4.88459,-40.9793,594.57,1.41759,-2.18231,27.4436,84.2545,-144.843,1899.66,1.80611,-2.18051,27.404,1,-0.128161,0.369277,25.875,-1.63492,-2.57629,35.3112
1,-26.1762,44.3343,594.748,0.162905,1.51161,19.6582,2.33592,147.474,1936.72,0.55274,1.50812,19.6336,1,0.573152,-0.113869,50.0057,-3.06207,2.08038,26.4375
